123724,1.0
10951,2.0
10953,3.0
10964,4.0
11008,5.0
11019,6.0
11030,7.0
12989,8.0
16596,9.0
16620,10.0
16635,11.0
22533,12.0
27968,13.0
27977,14.0
29211,15.0
29222,16.0
29255,17.0
29277,18.0
29300,1.0
29311,19.0
29335,20.0
29357,21.0
32523,22.0
33566,23.0
53932,24.0
85845,25.0
88112,26.0
88151,13.0
99274,27.0
101000,28.0
106975,29.0
148110,24.0
172406,16.0
448060,30.0
438509,22.0
405001,31.0
583083,32.0
531297,32.0
577832,23.0
597805,33.0
573060,23.0
450255,34.0
560085,35.0
388078,15.0
599644,22.0
190576,22.0
567751,36.0
512109,15.0
419789,32.0
371189,32.0
448436,1.0
480150,13.0
591791,30.0
159850,14.0
189355,30.0
399522,37.0
170896,1.0
387730,23.0
407004,38.0
417337,39.0
418277,40.0
409928,41.0
411496,42.0
412914,43.0
178742,44.0
445141,32.0
482912,15.0
121873,45.0
2149,nan
2325,nan
2350,nan
9321,nan
10589,50.0
13950,51.0
13958,52.0
14692,45.0
17739,53.0
24590,54.0
48076,55.0
48491,56.0
57513,57.0
57547,58.0
57554,59.0
75631,60.0
82158,59.0
82170,61.0
82181,62.0
82192,58.0
87202,63.0
88392,64.0
92799,58.0
98791,65.0
103013,62.0
461442,66.0
146490,67.0
165762,68.0
133715,69.0
465222,70.0
439826,67.0
503760,71.0
378859,72.0
500304,73.0
530741,74.0
537674,57.0
547063,67.0
547202,75.0
555047,74.0
584575,76.0
598881,57.0
563156,77.0
590036,58.0
598489,78.0
542733,79.0
445715,59.0
467722,62.0
513619,80.0
574198,74.0
536118,81.0
526613,82.0
592459,83.0
579196,84.0
597091,85.0
520552,86.0
549225,87.0
570731,74.0
492655,88.0
384011,89.0
134204,90.0
410284,91.0
512197,92.0
457238,93.0
461000,94.0
480971,52.0
493886,95.0
514151,96.0
541309,97.0
541673,98.0
594990,99.0
147175,100.0
147197,101.0
180472,102.0
144885,103.0
171884,68.0
186748,67.0
114678,104.0
387750,105.0
113088,106.0
430144,68.0
404491,107.0
404533,108.0
453226,109.0
435534,62.0
436698,67.0
199371,110.0
113890,111.0
135090,112.0
12948,113.0
12963,114.0
15823,115.0
15855,116.0
15873,117.0
15882,118.0
15904,119.0
15944,120.0
24547,121.0
31648,122.0
39963,123.0
42626,124.0
57747,125.0
59803,121.0
69347,126.0
69694,127.0
85770,128.0
88029,129.0
97039,130.0
101845,131.0
105065,132.0
106384,133.0
164827,122.0
54872,134.0
165799,135.0
462049,136.0
448125,137.0
123355,138.0
486062,139.0
505883,140.0
505891,141.0
485304,142.0
551897,143.0
572422,144.0
541846,145.0
408861,146.0
505280,147.0
505875,148.0
491764,149.0
518352,150.0
575506,151.0
561780,152.0
540253,153.0
595296,154.0
552728,155.0
175009,156.0
498427,157.0
166326,158.0
190425,159.0
153520,160.0
153531,161.0
153542,124.0
504235,149.0
519859,122.0
425364,162.0
549601,163.0
132488,164.0
492354,165.0
169939,166.0
389944,167.0
419749,168.0
189685,169.0
480590,170.0
480806,171.0
480848,172.0
484721,173.0
502435,174.0
168329,175.0
182307,176.0
184263,177.0
115621,178.0
415368,179.0
121159,180.0
446268,181.0
446688,182.0
419461,175.0
112191,183.0
